sami_cpg1	200	1495	0.043747155
sami_cpg1	2165	2310	0.008513045
sami_cpg1	3257	3927	0.01927306
sami_cpg1	4062	4338	0.020882702
sami_cpg1	6617	7053	0.03817986
sami_cpg1	8278	8541	0.020882702
sami_cpg1	10264	10519	0.01427306
sami_cpg1	10960	11171	0.01427306
sami_cpg1	13082	13272	0.009273061
sami_cpg1	13288	13456	0.008513045
sami_cpg1	13547	13720	0.008513045
sami_cpg1	16319	16513	0.009273061
sami_cpg1	16624	16832	0.01427306
sami_cpg1	17149	17355	0.009273061
sami_cpg1	18119	18313	0.009273061
sami_cpg1	19678	19892	0.009273061
sami_cpg1	21473	21691	0.009273061
sami_cpg1	29689	30029	0.020882702
sami_cpg1	36400	36644	0.017197873
sami_cpg1	36801	36967	0.008513045
sami_cpg1	37108	37418	0.009273061
sami_cpg1	37587	37873	0.009273061
sami_cpg1	41278	41422	0.008513045
sami_cpg1	41854	42231	0.02927306
sami_cpg1	42290	42563	0.025122685
sami_cpg1	43721	43913	0.009273061
sami_cpg1	44037	44246	0.020882702
sami_cpg1	44256	44483	0.009273061
sami_cpg1	45313	45558	0.009273061
sami_cpg1	47866	48115	0.009273061
sami_cpg1	48199	48592	0.020882702
sami_cpg1	49174	49332	0.009273061
sami_cpg1	49508	49643	0.008513045
sami_cpg1	50054	50277	0.020882702
sami_cpg1	51910	52127	0.01927306
sami_cpg1	52214	52383	0.008513045
sami_cpg1	52500	52913	0.01927306
sami_cpg1	53004	53161	0.008513045
sami_cpg1	53225	53392	0.01427306
sami_cpg1	53411	53739	0.009273061
sami_cpg1	63114	63384	0.01927306
sami_cpg1	63555	64076	0.020882702
sami_cpg1	64296	64452	0.008513045
sami_cpg1	70399	70562	0.008513045
sami_cpg1	70570	70769	0.01427306
sami_cpg1	77012	77235	0.009273061
sami_cpg1	77295	77501	0.01427306
sami_cpg1	78077	78255	0.008513045
sami_cpg1	78685	78840	0.008513045
sami_cpg1	80787	80947	0.008513045
sami_cpg1	82845	83279	0.023309837
sami_cpg1	83907	84419	0.025122685
sami_cpg1	84630	84965	0.009273061
sami_cpg1	92095	93270	0.030882702
sami_cpg1	93447	93677	0.017197873
sami_cpg1	93763	93927	0.008513045
sami_cpg1	94061	94678	0.025122685
sami_cpg1	95621	95904	0.01427306
sami_cpg1	96267	96415	0.008513045
sami_cpg1	96577	97076	0.022197874
sami_cpg1	110141	110353	0.01427306
sami_cpg1	113867	114011	0.008513045
sami_cpg1	116816	116987	0.009273061
sami_cpg1	118049	118354	0.01927306
sami_cpg1	118405	118556	0.008513045
sami_cpg1	118767	118932	0.008513045
sami_cpg1	119109	119245	0.008513045
sami_cpg1	122874	123076	0.009273061
sami_cpg1	125963	126185	0.023309837
sami_cpg1	126388	126722	0.020882702
sami_cpg1	126855	127066	0.01427306
sami_cpg1	127767	127984	0.009273061
sami_cpg1	128072	128238	0.008513045
sami_cpg1	128415	128902	0.025122685
sami_cpg1	129227	129443	0.009273061
sami_cpg1	130921	131307	0.01927306
sami_cpg1	131390	131676	0.009273061
sami_cpg1	132316	132606	0.027197874
sami_cpg1	132771	132974	0.01427306
sami_cpg1	133315	133511	0.009273061
sami_cpg1	133763	133931	0.009273061
sami_cpg1	133980	134188	0.009273061
sami_cpg1	134232	134406	0.01427306
sami_cpg1	134640	134905	0.01427306
sami_cpg1	142008	142191	0.008513045
sami_cpg1	143031	143248	0.01427306
sami_cpg1	143344	143498	0.008513045
sami_cpg1	143716	143911	0.009273061
sami_cpg1	144612	144875	0.01927306
sami_cpg1	144928	145108	0.008513045
sami_cpg1	145219	145440	0.009273061
sami_cpg1	145870	146044	0.008513045
sami_cpg1	146113	146463	0.017197873
sami_cpg1	146671	146882	0.009273061
sami_cpg1	147068	147240	0.008513045
sami_cpg1	147266	147609	0.020882702
sami_cpg1	148116	148261	0.008513045
sami_cpg1	148435	148594	0.009273061
