sami_cpg1	11	84	0.008513045
sami_cpg1	392	1450	0.008513045
sami_cpg1	1672	4266	0.008513045
sami_cpg1	1972	3534	0.008513045
sami_cpg1	4834	5944	0.008513045
sami_cpg1	6916	6987	0.008513045
sami_cpg1	8230	8317	0.008513045
sami_cpg1	10042	11565	0.008513045
sami_cpg1	11661	12913	0.008513045
sami_cpg1	13187	13432	0.008513045
sami_cpg1	14403	15146	0.008513045
sami_cpg1	15374	16084	0.008513045
sami_cpg1	16293	20480	0.008513045
sami_cpg1	20638	23451	0.008513045
sami_cpg1	23478	26690	0.008513045
sami_cpg1	29133	29237	0.008513045
sami_cpg1	29758	29831	0.008513045
sami_cpg1	29942	30025	0.008513045
sami_cpg1	30097	30169	0.008513045
sami_cpg1	34835	34927	0.008513045
sami_cpg1	35970	36043	0.008513045
sami_cpg1	36188	36490	0.008513045
sami_cpg1	36613	38817	0.008513045
sami_cpg1	38843	41095	0.008513045
sami_cpg1	41886	43817	0.008513045
sami_cpg1	44997	45602	0.008513045
sami_cpg1	45980	46052	0.008513045
sami_cpg1	48171	48647	0.008513045
sami_cpg1	48758	49435	0.009273061
sami_cpg1	49487	49849	0.009273061
sami_cpg1	50799	51447	0.009273061
sami_cpg1	51904	52305	0.01927306
sami_cpg1	52302	53798	0.01927306
sami_cpg1	63245	63367	0.020882702
sami_cpg1	63497	63613	0.022197874
sami_cpg1	63637	63756	0.023309837
sami_cpg1	63771	64022	0.02427306
sami_cpg1	65331	65404	0.025882702
sami_cpg1	65575	65648	0.026570218
sami_cpg1	67427	67813	0.026570218
sami_cpg1	68623	68736	0.028309837
sami_cpg1	68860	70769	0.028309837
sami_cpg1	73089	73220	0.028309837
sami_cpg1	76595	77602	0.028807514
sami_cpg1	77674	78090	0.028807514
sami_cpg1	78200	78313	0.028807514
sami_cpg1	78409	78642	0.02927306
sami_cpg1	78769	79173	0.029710375
sami_cpg1	79363	79731	0.031570218
sami_cpg1	79863	81143	0.032197874
sami_cpg1	81279	81941	0.03277526
sami_cpg1	81926	82393	0.033309835
sami_cpg1	82463	82741	0.033309835
sami_cpg1	82801	84283	0.033562965
sami_cpg1	84302	84583	0.033807514
sami_cpg1	84749	84822	0.034495032
sami_cpg1	92362	92442	0.034710375
sami_cpg1	93002	95155	0.034919475
sami_cpg1	95484	95951	0.035122685
sami_cpg1	96005	96785	0.035320328
sami_cpg1	106781	106852	0.035320328
sami_cpg1	108206	110422	0.036570218
sami_cpg1	113116	114657	0.036732325
sami_cpg1	114766	115011	0.03777526
sami_cpg1	115262	115567	0.03843751
sami_cpg1	115783	116313	0.03927306
sami_cpg1	116689	117195	0.039384902
sami_cpg1	117276	119352	0.039815684
sami_cpg1	119354	120535	0.043686275
sami_cpg1	120635	120907	0.04449503
sami_cpg1	121333	126849	0.046446205
sami_cpg1	127770	127843	0.047160205
sami_cpg1	128077	128207	0.048014025
sami_cpg1	128432	128534	0.048212575
sami_cpg1	128634	131450	0.048341965
sami_cpg1	131609	132476	0.04859399
sami_cpg1	132541	133552	0.048777395
sami_cpg1	133851	135341	0.05044116
sami_cpg1	135568	135639	0.06250135
sami_cpg1	141930	142178	0.0628871
sami_cpg1	142269	149120	0.06466381
