sami_cpg1	7413	7869	0.025122685
sami_cpg1	27966	28380	0.017197873
sami_cpg1	28478	28711	0.022197874
sami_cpg1	28793	28948	0.01427306
sami_cpg1	31586	31743	0.008513045
sami_cpg1	32467	32646	0.009273061
sami_cpg1	32730	32891	0.008513045
sami_cpg1	33317	33469	0.008513045
sami_cpg1	33534	33703	0.008513045
sami_cpg1	34011	34229	0.017197873
sami_cpg1	35562	35803	0.017197873
sami_cpg1	44421	44886	0.025882702
sami_cpg1	46416	46572	0.009273061
sami_cpg1	46709	47287	0.037492342
sami_cpg1	47301	47485	0.030882702
sami_cpg1	47495	47995	0.03277526
sami_cpg1	55162	55356	0.009273061
sami_cpg1	55814	56018	0.020882702
sami_cpg1	56123	56306	0.008513045
sami_cpg1	56690	56859	0.008513045
sami_cpg1	57105	57313	0.009273061
sami_cpg1	57809	57994	0.008513045
sami_cpg1	61536	61883	0.01927306
sami_cpg1	62307	62606	0.017197873
sami_cpg1	64638	64907	0.008513045
sami_cpg1	66678	66888	0.01427306
sami_cpg1	66932	67168	0.01427306
sami_cpg1	71265	71434	0.008513045
sami_cpg1	71439	71905	0.025122685
sami_cpg1	71946	72174	0.009273061
sami_cpg1	72517	72749	0.022197874
sami_cpg1	73361	73511	0.01427306
sami_cpg1	73656	73853	0.026570218
sami_cpg1	75249	75406	0.008513045
sami_cpg1	110951	111234	0.009273061
sami_cpg1	111376	111832	0.026570218
sami_cpg1	112632	112844	0.009273061
