sami_cpg1	9859	9930	0.008513045
sami_cpg1	27834	27904	0.008513045
sami_cpg1	30708	30779	0.008513045
sami_cpg1	35722	35792	0.008513045
sami_cpg1	51636	51708	0.008513045
sami_cpg1	64829	64924	0.008513045
sami_cpg1	66524	66724	0.008513045
sami_cpg1	91853	92101	0.008513045
sami_cpg1	98392	98463	0.008513045
sami_cpg1	111735	111814	0.008513045
sami_cpg1	127179	127250	0.008513045
sami_cpg1	141589	141669	0.008513045
sami_cpg1	149209	149282	0.008513045
sami_cpg1	151290	151332	0.008513045
sami_cpg1	58658	58768	0.009273061
sami_cpg1	65103	65216	0.009273061
sami_cpg1	72921	73028	0.009273061
sami_cpg1	110875	111045	0.009273061
sami_cpg1	28061	28156	0.01427306
sami_cpg1	47566	47638	0.01427306
sami_cpg1	66890	67195	0.01427306
sami_cpg1	105824	105954	0.01427306
sami_cpg1	111907	112884	0.01427306
sami_cpg1	44634	44720	0.017197873
sami_cpg1	8923	9677	0.01927306
sami_cpg1	106188	106261	0.01927306
sami_cpg1	107182	108339	0.023309837
sami_cpg1	46728	47267	0.025122685
sami_cpg1	7905	8066	0.025882702
sami_cpg1	59224	59778	0.026570218
sami_cpg1	60326	61015	0.027197874
sami_cpg1	73308	73547	0.02777526
sami_cpg1	65939	66073	0.028309837
sami_cpg1	61221	62183	0.033309835
sami_cpg1	149448	149729	0.035320328
sami_cpg1	84911	91762	0.03689087
sami_cpg1	105497	105599	0.03777526
sami_cpg1	75216	76418	0.039384902
sami_cpg1	7380	7559	0.04106082
sami_cpg1	56708	58195	0.042844285
sami_cpg1	35262	35450	0.043113985
sami_cpg1	73673	75022	0.0443849
sami_cpg1	149748	151230	0.04689087
sami_cpg1	137246	138026	0.053609455
sami_cpg1	138080	138547	0.062963525
sami_cpg1	138876	141029	0.06400028
sami_cpg1	100479	101490	0.0657834
sami_cpg1	54563	56017	0.067613055
sami_cpg1	33168	34589	0.068222765
sami_cpg1	101555	102422	0.069118195
sami_cpg1	71218	72744	0.070403615
sami_cpg1	32159	33220	0.074624505
sami_cpg1	98690	100180	0.09169733
sami_cpg1	102581	105397	0.09396079
